RSSI-Value,MAC-Address,Timestamp,Distance,indoor,crowded,LOS
-19,F0:79:C0:40:FB:93,2024-09-12 09:45:00,0.0,1,0,1
-18,EA:25:00:4F:3C:4D,2024-09-12 09:45:00,0.0,1,0,1
-21,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:01,0.0,1,0,1
-19,CB:08:AA:AA:C9:C6,2024-09-12 09:45:01,0.0,1,0,1
-19,ED:4F:A6:06:39:7A,2024-09-12 09:45:01,0.0,1,0,1
-18,FA:91:73:AF:B5:AA,2024-09-12 09:45:02,0.0,1,0,1
-18,CB:F9:EE:AD:DA:38,2024-09-12 09:45:02,0.0,1,0,1
-19,F0:79:C0:40:FB:93,2024-09-12 09:45:02,0.0,1,0,1
-17,EA:25:00:4F:3C:4D,2024-09-12 09:45:02,0.0,1,0,1
-19,F0:79:C0:40:FB:93,2024-09-12 09:45:02,0.0,1,0,1
-24,E2:BB:32:6A:FC:01,2024-09-12 09:45:03,0.0,1,0,1
-20,CB:F9:EE:AD:DA:38,2024-09-12 09:45:04,0.0,1,0,1
-19,FB:E4:DE:81:2E:36,2024-09-12 09:45:04,0.0,1,0,1
-18,EA:25:00:4F:3C:4D,2024-09-12 09:45:04,0.0,1,0,1
-21,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:05,0.0,1,0,1
-25,DE:E7:A8:C4:50:E7,2024-09-12 09:45:05,0.0,1,0,1
-24,F2:0B:6D:12:D2:41,2024-09-12 09:45:05,0.0,1,0,1
-19,ED:4F:A6:06:39:7A,2024-09-12 09:45:05,0.0,1,0,1
-18,FA:91:73:AF:B5:AA,2024-09-12 09:45:06,0.0,1,0,1
-22,FB:E4:DE:81:2E:36,2024-09-12 09:45:06,0.0,1,0,1
-18,F0:79:C0:40:FB:93,2024-09-12 09:45:06,0.0,1,0,1
-23,E2:BB:32:6A:FC:01,2024-09-12 09:45:07,0.0,1,0,1
-18,CB:F9:EE:AD:DA:38,2024-09-12 09:45:08,0.0,1,0,1
-17,EA:25:00:4F:3C:4D,2024-09-12 09:45:08,0.0,1,0,1
-24,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:09,0.0,1,0,1
-24,DE:E7:A8:C4:50:E7,2024-09-12 09:45:09,0.0,1,0,1
-23,F2:0B:6D:12:D2:41,2024-09-12 09:45:09,0.0,1,0,1
-22,E2:BB:32:6A:FC:01,2024-09-12 09:45:09,0.0,1,0,1
-18,CB:08:AA:AA:C9:C6,2024-09-12 09:45:09,0.0,1,0,1
-19,ED:4F:A6:06:39:7A,2024-09-12 09:45:09,0.0,1,0,1
-17,FA:91:73:AF:B5:AA,2024-09-12 09:45:10,0.0,1,0,1
-22,F0:79:C0:40:FB:93,2024-09-12 09:45:10,0.0,1,0,1
-18,CB:F9:EE:AD:DA:38,2024-09-12 09:45:12,0.0,1,0,1
-22,FB:E4:DE:81:2E:36,2024-09-12 09:45:12,0.0,1,0,1
-17,EA:25:00:4F:3C:4D,2024-09-12 09:45:12,0.0,1,0,1
-22,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:13,0.0,1,0,1
-27,DE:E7:A8:C4:50:E7,2024-09-12 09:45:13,0.0,1,0,1
-27,F2:0B:6D:12:D2:41,2024-09-12 09:45:13,0.0,1,0,1
-24,E2:BB:32:6A:FC:01,2024-09-12 09:45:13,0.0,1,0,1
-21,ED:4F:A6:06:39:7A,2024-09-12 09:45:13,0.0,1,0,1
-17,FA:91:73:AF:B5:AA,2024-09-12 09:45:14,0.0,1,0,1
-17,EA:25:00:4F:3C:4D,2024-09-12 09:45:14,0.0,1,0,1
-18,CB:08:AA:AA:C9:C6,2024-09-12 09:45:15,0.0,1,0,1
-18,ED:4F:A6:06:39:7A,2024-09-12 09:45:15,0.0,1,0,1
-20,CB:F9:EE:AD:DA:38,2024-09-12 09:45:16,0.0,1,0,1
-24,DE:E7:A8:C4:50:E7,2024-09-12 09:45:17,0.0,1,0,1
-22,F2:0B:6D:12:D2:41,2024-09-12 09:45:17,0.0,1,0,1
-22,E2:BB:32:6A:FC:01,2024-09-12 09:45:17,0.0,1,0,1
-19,FB:E4:DE:81:2E:36,2024-09-12 09:45:18,0.0,1,0,1
-22,F0:79:C0:40:FB:93,2024-09-12 09:45:18,0.0,1,0,1
-18,CB:F9:EE:AD:DA:38,2024-09-12 09:45:20,0.0,1,0,1
-22,FB:E4:DE:81:2E:36,2024-09-12 09:45:20,0.0,1,0,1
-19,F0:79:C0:40:FB:93,2024-09-12 09:45:20,0.0,1,0,1
-27,DE:E7:A8:C4:50:E7,2024-09-12 09:45:21,0.0,1,0,1
-24,E2:BB:32:6A:FC:01,2024-09-12 09:45:21,0.0,1,0,1
-17,FA:91:73:AF:B5:AA,2024-09-12 09:45:22,0.0,1,0,1
-19,FB:E4:DE:81:2E:36,2024-09-12 09:45:22,0.0,1,0,1
-17,EA:25:00:4F:3C:4D,2024-09-12 09:45:22,0.0,1,0,1
-22,F0:79:C0:40:FB:93,2024-09-12 09:45:22,0.0,1,0,1
-21,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:23,0.0,1,0,1
-23,F2:0B:6D:12:D2:41,2024-09-12 09:45:23,0.0,1,0,1
-19,ED:4F:A6:06:39:7A,2024-09-12 09:45:23,0.0,1,0,1
-18,CB:08:AA:AA:C9:C6,2024-09-12 09:45:23,0.0,1,0,1
-18,CB:F9:EE:AD:DA:38,2024-09-12 09:45:24,0.0,1,0,1
-25,DE:E7:A8:C4:50:E7,2024-09-12 09:45:25,0.0,1,0,1
-23,E2:BB:32:6A:FC:01,2024-09-12 09:45:25,0.0,1,0,1
-18,FA:91:73:AF:B5:AA,2024-09-12 09:45:26,0.0,1,0,1
-18,FB:E4:DE:81:2E:36,2024-09-12 09:45:26,0.0,1,0,1
-17,EA:25:00:4F:3C:4D,2024-09-12 09:45:26,0.0,1,0,1
-19,F0:79:C0:40:FB:93,2024-09-12 09:45:26,0.0,1,0,1
-27,F2:0B:6D:12:D2:41,2024-09-12 09:45:27,0.0,1,0,1
-21,ED:4F:A6:06:39:7A,2024-09-12 09:45:27,0.0,1,0,1
-19,CB:08:AA:AA:C9:C6,2024-09-12 09:45:27,0.0,1,0,1
-18,CB:F9:EE:AD:DA:38,2024-09-12 09:45:28,0.0,1,0,1
-23,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:29,0.0,1,0,1
-23,F2:0B:6D:12:D2:41,2024-09-12 09:45:29,0.0,1,0,1
-19,FB:E4:DE:81:2E:36,2024-09-12 09:45:30,0.0,1,0,1
-17,EA:25:00:4F:3C:4D,2024-09-12 09:45:30,0.0,1,0,1
-22,F0:79:C0:40:FB:93,2024-09-12 09:45:31,0.0,1,0,1
-24,DE:E7:A8:C4:50:E7,2024-09-12 09:45:31,0.0,1,0,1
-18,CB:08:AA:AA:C9:C6,2024-09-12 09:45:31,0.0,1,0,1
-20,ED:4F:A6:06:39:7A,2024-09-12 09:45:31,0.0,1,0,1
-18,FA:91:73:AF:B5:AA,2024-09-12 09:45:32,0.0,1,0,1
-18,CB:F9:EE:AD:DA:38,2024-09-12 09:45:32,0.0,1,0,1
-22,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:33,0.0,1,0,1
-27,F2:0B:6D:12:D2:41,2024-09-12 09:45:33,0.0,1,0,1
-21,ED:4F:A6:06:39:7A,2024-09-12 09:45:33,0.0,1,0,1
-19,CB:08:AA:AA:C9:C6,2024-09-12 09:45:33,0.0,1,0,1
-17,FA:91:73:AF:B5:AA,2024-09-12 09:45:34,0.0,1,0,1
-18,CB:F9:EE:AD:DA:38,2024-09-12 09:45:34,0.0,1,0,1
-23,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:35,0.0,1,0,1
-19,F0:79:C0:40:FB:93,2024-09-12 09:45:35,0.0,1,0,1
-22,E2:BB:32:6A:FC:01,2024-09-12 09:45:35,0.0,1,0,1
-22,FB:E4:DE:81:2E:36,2024-09-12 09:45:36,0.0,1,0,1
-18,EA:25:00:4F:3C:4D,2024-09-12 09:45:36,0.0,1,0,1
-27,F2:0B:6D:12:D2:41,2024-09-12 09:45:37,0.0,1,0,1
-19,CB:08:AA:AA:C9:C6,2024-09-12 09:45:37,0.0,1,0,1
-21,ED:4F:A6:06:39:7A,2024-09-12 09:45:37,0.0,1,0,1
-17,FA:91:73:AF:B5:AA,2024-09-12 09:45:38,0.0,1,0,1
-18,CB:F9:EE:AD:DA:38,2024-09-12 09:45:38,0.0,1,0,1
-24,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:39,0.0,1,0,1
-24,DE:E7:A8:C4:50:E7,2024-09-12 09:45:39,0.0,1,0,1
-22,E2:BB:32:6A:FC:01,2024-09-12 09:45:39,0.0,1,0,1
-22,FB:E4:DE:81:2E:36,2024-09-12 09:45:40,0.0,1,0,1
-18,EA:25:00:4F:3C:4D,2024-09-12 09:45:40,0.0,1,0,1
-25,F2:0B:6D:12:D2:41,2024-09-12 09:45:41,0.0,1,0,1
-19,ED:4F:A6:06:39:7A,2024-09-12 09:45:41,0.0,1,0,1
-19,CB:08:AA:AA:C9:C6,2024-09-12 09:45:41,0.0,1,0,1
-18,FA:91:73:AF:B5:AA,2024-09-12 09:45:42,0.0,1,0,1
-18,CB:F9:EE:AD:DA:38,2024-09-12 09:45:42,0.0,1,0,1
-23,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:43,0.0,1,0,1
-28,DE:E7:A8:C4:50:E7,2024-09-12 09:45:43,0.0,1,0,1
-20,F0:79:C0:40:FB:93,2024-09-12 09:45:43,0.0,1,0,1
-25,E2:BB:32:6A:FC:01,2024-09-12 09:45:43,0.0,1,0,1
-21,CB:F9:EE:AD:DA:38,2024-09-12 09:45:44,0.0,1,0,1
-20,FB:E4:DE:81:2E:36,2024-09-12 09:45:44,0.0,1,0,1
-17,EA:25:00:4F:3C:4D,2024-09-12 09:45:44,0.0,1,0,1
-28,F2:0B:6D:12:D2:41,2024-09-12 09:45:45,0.0,1,0,1
-19,CB:08:AA:AA:C9:C6,2024-09-12 09:45:45,0.0,1,0,1
-18,ED:4F:A6:06:39:7A,2024-09-12 09:45:45,0.0,1,0,1
-17,FA:91:73:AF:B5:AA,2024-09-12 09:45:46,0.0,1,0,1
-19,F0:79:C0:40:FB:93,2024-09-12 09:45:46,0.0,1,0,1
-18,EA:25:00:4F:3C:4D,2024-09-12 09:45:46,0.0,1,0,1
-22,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:47,0.0,1,0,1
-26,DE:E7:A8:C4:50:E7,2024-09-12 09:45:47,0.0,1,0,1
-19,CB:08:AA:AA:C9:C6,2024-09-12 09:45:47,0.0,1,0,1
-19,ED:4F:A6:06:39:7A,2024-09-12 09:45:47,0.0,1,0,1
-18,FA:91:73:AF:B5:AA,2024-09-12 09:45:48,0.0,1,0,1
-23,F0:79:C0:40:FB:93,2024-09-12 09:45:48,0.0,1,0,1
-17,EA:25:00:4F:3C:4D,2024-09-12 09:45:48,0.0,1,0,1
-22,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:49,0.0,1,0,1
-28,F2:0B:6D:12:D2:41,2024-09-12 09:45:49,0.0,1,0,1
-29,DE:E7:A8:C4:50:E7,2024-09-12 09:45:49,0.0,1,0,1
-25,E2:BB:32:6A:FC:01,2024-09-12 09:45:49,0.0,1,0,1
-21,CB:F9:EE:AD:DA:38,2024-09-12 09:45:50,0.0,1,0,1
-20,FB:E4:DE:81:2E:36,2024-09-12 09:45:50,0.0,1,0,1
-24,F2:0B:6D:12:D2:41,2024-09-12 09:45:51,0.0,1,0,1
-25,DE:E7:A8:C4:50:E7,2024-09-12 09:45:51,0.0,1,0,1
-18,CB:08:AA:AA:C9:C6,2024-09-12 09:45:51,0.0,1,0,1
-18,ED:4F:A6:06:39:7A,2024-09-12 09:45:51,0.0,1,0,1
-17,FA:91:73:AF:B5:AA,2024-09-12 09:45:52,0.0,1,0,1
-20,F0:79:C0:40:FB:93,2024-09-12 09:45:52,0.0,1,0,1
-18,EA:25:00:4F:3C:4D,2024-09-12 09:45:52,0.0,1,0,1
-22,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:53,0.0,1,0,1
-26,DE:E7:A8:C4:50:E7,2024-09-12 09:45:53,0.0,1,0,1
-25,F2:0B:6D:12:D2:41,2024-09-12 09:45:53,0.0,1,0,1
-23,E2:BB:32:6A:FC:01,2024-09-12 09:45:53,0.0,1,0,1
-18,CB:F9:EE:AD:DA:38,2024-09-12 09:45:54,0.0,1,0,1
-19,FB:E4:DE:81:2E:36,2024-09-12 09:45:54,0.0,1,0,1
-20,F0:79:C0:40:FB:93,2024-09-12 09:45:55,0.0,1,0,1
-19,F0:79:C0:40:FB:93,2024-09-12 09:45:55,0.0,1,0,1
-25,E2:BB:32:6A:FC:01,2024-09-12 09:45:55,0.0,1,0,1
-17,FA:91:73:AF:B5:AA,2024-09-12 09:45:56,0.0,1,0,1
-29,F2:0B:6D:12:D2:41,2024-09-12 09:45:56,0.0,1,0,1
-21,CB:F9:EE:AD:DA:38,2024-09-12 09:45:56,0.0,1,0,1
-20,FB:E4:DE:81:2E:36,2024-09-12 09:45:56,0.0,1,0,1
-23,E2:BB:32:6A:FC:01,2024-09-12 09:45:57,0.0,1,0,1
-19,ED:4F:A6:06:39:7A,2024-09-12 09:45:57,0.0,1,0,1
-20,F0:79:C0:40:FB:93,2024-09-12 09:45:57,0.0,1,0,1
-17,EA:25:00:4F:3C:4D,2024-09-12 09:45:58,0.0,1,0,1
-24,F2:0B:6D:12:D2:41,2024-09-12 09:45:58,0.0,1,0,1
-29,DE:E7:A8:C4:50:E7,2024-09-12 09:45:59,0.0,1,0,1
-20,CB:08:AA:AA:C9:C6,2024-09-12 09:45:59,0.0,1,0,1
-18,ED:4F:A6:06:39:7A,2024-09-12 09:45:59,0.0,1,0,1
-19,F0:79:C0:40:FB:93,2024-09-12 09:45:59,0.0,1,0,1
-21,CB:F9:EE:AD:DA:38,2024-09-12 09:46:00,0.0,1,0,1
-24,D1:8A:6B:17:30:48,2024-10-30 14:14:16,0.0,0,0,1
-19,CA:2B:3D:A7:0C:C9,2024-10-30 14:14:16,0.0,0,0,1
-24,ED:7C:A0:C9:37:39,2024-10-30 14:14:16,0.0,0,0,1
-26,C8:18:05:35:AD:86,2024-10-30 14:14:17,0.0,0,0,1
-24,F2:C7:6C:15:14:53,2024-10-30 14:14:17,0.0,0,0,1
-17,CA:6B:21:3F:49:82,2024-10-30 14:14:17,0.0,0,0,1
-17,E1:35:8A:20:CA:4D,2024-10-30 14:14:17,0.0,0,0,1
-21,E9:FF:E4:CA:81:83,2024-10-30 14:14:18,0.0,0,0,1
-17,F8:93:7C:30:08:2A,2024-10-30 14:14:19,0.0,0,0,1
-23,E7:C1:DC:F8:37:CB,2024-10-30 14:14:19,0.0,0,0,1
-25,F2:C7:6C:15:14:53,2024-10-30 14:14:19,0.0,0,0,1
-18,CA:6B:21:3F:49:82,2024-10-30 14:14:19,0.0,0,0,1
-18,E1:35:8A:20:CA:4D,2024-10-30 14:14:20,0.0,0,0,1
-24,D1:8A:6B:17:30:48,2024-10-30 14:14:20,0.0,0,0,1
-19,CA:2B:3D:A7:0C:C9,2024-10-30 14:14:20,0.0,0,0,1
-24,ED:7C:A0:C9:37:39,2024-10-30 14:14:20,0.0,0,0,1
-18,F8:93:7C:30:08:2A,2024-10-30 14:14:21,0.0,0,0,1
-26,C8:18:05:35:AD:86,2024-10-30 14:14:21,0.0,0,0,1
-23,D1:8A:6B:17:30:48,2024-10-30 14:14:22,0.0,0,0,1
-21,E9:FF:E4:CA:81:83,2024-10-30 14:14:22,0.0,0,0,1
-22,CA:2B:3D:A7:0C:C9,2024-10-30 14:14:22,0.0,0,0,1
-25,F2:C7:6C:15:14:53,2024-10-30 14:14:23,0.0,0,0,1
-18,CA:6B:21:3F:49:82,2024-10-30 14:14:23,0.0,0,0,1
-18,E1:35:8A:20:CA:4D,2024-10-30 14:14:24,0.0,0,0,1
-23,ED:7C:A0:C9:37:39,2024-10-30 14:14:24,0.0,0,0,1
-17,F8:93:7C:30:08:2A,2024-10-30 14:14:25,0.0,0,0,1
-22,C8:18:05:35:AD:86,2024-10-30 14:14:25,0.0,0,0,1
-24,D1:8A:6B:17:30:48,2024-10-30 14:14:26,0.0,0,0,1
-21,E9:FF:E4:CA:81:83,2024-10-30 14:14:26,0.0,0,0,1
-20,CA:2B:3D:A7:0C:C9,2024-10-30 14:14:26,0.0,0,0,1
-23,E7:C1:DC:F8:37:CB,2024-10-30 14:14:27,0.0,0,0,1
-17,CA:6B:21:3F:49:82,2024-10-30 14:14:27,0.0,0,0,1
-17,E1:35:8A:20:CA:4D,2024-10-30 14:14:28,0.0,0,0,1
-20,E9:FF:E4:CA:81:83,2024-10-30 14:14:28,0.0,0,0,1
-23,ED:7C:A0:C9:37:39,2024-10-30 14:14:28,0.0,0,0,1
-17,F8:93:7C:30:08:2A,2024-10-30 14:14:29,0.0,0,0,1
-22,C8:18:05:35:AD:86,2024-10-30 14:14:29,0.0,0,0,1
-24,D1:8A:6B:17:30:48,2024-10-30 14:14:30,0.0,0,0,1
-24,ED:7C:A0:C9:37:39,2024-10-30 14:14:30,0.0,0,0,1
-23,E7:C1:DC:F8:37:CB,2024-10-30 14:14:31,0.0,0,0,1
-24,F2:C7:6C:15:14:53,2024-10-30 14:14:31,0.0,0,0,1
-17,CA:6B:21:3F:49:82,2024-10-30 14:14:31,0.0,0,0,1
-17,E1:35:8A:20:CA:4D,2024-10-30 14:14:32,0.0,0,0,1
-20,E9:FF:E4:CA:81:83,2024-10-30 14:14:32,0.0,0,0,1
-22,CA:2B:3D:A7:0C:C9,2024-10-30 14:14:32,0.0,0,0,1
-17,F8:93:7C:30:08:2A,2024-10-30 14:14:33,0.0,0,0,1
-21,C8:18:05:35:AD:86,2024-10-30 14:14:33,0.0,0,0,1
-26,D1:8A:6B:17:30:48,2024-10-30 14:14:34,0.0,0,0,1
-17,F8:93:7C:30:08:2A,2024-10-30 14:14:35,0.0,0,0,1
-25,F2:C7:6C:15:14:53,2024-10-30 14:14:35,0.0,0,0,1
-18,E1:35:8A:20:CA:4D,2024-10-30 14:14:36,0.0,0,0,1
-19,CA:2B:3D:A7:0C:C9,2024-10-30 14:14:36,0.0,0,0,1
-24,ED:7C:A0:C9:37:39,2024-10-30 14:14:36,0.0,0,0,1
-22,C8:18:05:35:AD:86,2024-10-30 14:14:37,0.0,0,0,1
-21,CA:6B:21:3F:49:82,2024-10-30 14:14:37,0.0,0,0,1
-24,D1:8A:6B:17:30:48,2024-10-30 14:14:38,0.0,0,0,1
-21,E9:FF:E4:CA:81:83,2024-10-30 14:14:38,0.0,0,0,1
-30,ED:7C:A0:C9:37:39,2024-10-30 14:14:38,0.0,0,0,1
-23,E7:C1:DC:F8:37:CB,2024-10-30 14:14:39,0.0,0,0,1
-24,F2:C7:6C:15:14:53,2024-10-30 14:14:39,0.0,0,0,1
-17,E1:35:8A:20:CA:4D,2024-10-30 14:14:40,0.0,0,0,1
-23,ED:7C:A0:C9:37:39,2024-10-30 14:14:40,0.0,0,0,1
-23,E7:C1:DC:F8:37:CB,2024-10-30 14:14:41,0.0,0,0,1
-22,C8:18:05:35:AD:86,2024-10-30 14:14:41,0.0,0,0,1
-21,CA:6B:21:3F:49:82,2024-10-30 14:14:41,0.0,0,0,1
-24,D1:8A:6B:17:30:48,2024-10-30 14:14:42,0.0,0,0,1
-21,E9:FF:E4:CA:81:83,2024-10-30 14:14:42,0.0,0,0,1
-18,F8:93:7C:30:08:2A,2024-10-30 14:14:43,0.0,0,0,1
-24,F2:C7:6C:15:14:53,2024-10-30 14:14:43,0.0,0,0,1
-22,CA:2B:3D:A7:0C:C9,2024-10-30 14:14:44,0.0,0,0,1
-23,ED:7C:A0:C9:37:39,2024-10-30 14:14:44,0.0,0,0,1
-23,E7:C1:DC:F8:37:CB,2024-10-30 14:14:45,0.0,0,0,1
-25,F2:C7:6C:15:14:53,2024-10-30 14:14:45,0.0,0,0,1
-19,CA:2B:3D:A7:0C:C9,2024-10-30 14:14:46,0.0,0,0,1
-24,ED:7C:A0:C9:37:39,2024-10-30 14:14:46,0.0,0,0,1
-17,CA:6B:21:3F:49:82,2024-10-30 14:14:47,0.0,0,0,1
-17,E1:35:8A:20:CA:4D,2024-10-30 14:14:48,0.0,0,0,1
-23,D1:8A:6B:17:30:48,2024-10-30 14:14:48,0.0,0,0,1
-20,E9:FF:E4:CA:81:83,2024-10-30 14:14:48,0.0,0,0,1
-17,F8:93:7C:30:08:2A,2024-10-30 14:14:49,0.0,0,0,1
-23,E7:C1:DC:F8:37:CB,2024-10-30 14:14:49,0.0,0,0,1
-24,D1:8A:6B:17:30:48,2024-10-30 14:14:50,0.0,0,0,1
-19,CA:2B:3D:A7:0C:C9,2024-10-30 14:14:50,0.0,0,0,1
-24,ED:7C:A0:C9:37:39,2024-10-30 14:14:51,0.0,0,0,1
-26,C8:18:05:35:AD:86,2024-10-30 14:14:51,0.0,0,0,1
-25,F2:C7:6C:15:14:53,2024-10-30 14:14:51,0.0,0,0,1
-17,CA:6B:21:3F:49:82,2024-10-30 14:14:51,0.0,0,0,1
-17,E1:35:8A:20:CA:4D,2024-10-30 14:14:52,0.0,0,0,1
-20,E9:FF:E4:CA:81:83,2024-10-30 14:14:52,0.0,0,0,1
-17,F8:93:7C:30:08:2A,2024-10-30 14:14:53,0.0,0,0,1
-23,E7:C1:DC:F8:37:CB,2024-10-30 14:14:53,0.0,0,0,1
-25,F2:C7:6C:15:14:53,2024-10-30 14:14:53,0.0,0,0,1
-18,CA:6B:21:3F:49:82,2024-10-30 14:14:53,0.0,0,0,1
-18,E1:35:8A:20:CA:4D,2024-10-30 14:14:54,0.0,0,0,1
-22,E9:FF:E4:CA:81:83,2024-10-30 14:14:54,0.0,0,0,1
-17,F8:93:7C:30:08:2A,2024-10-30 14:14:55,0.0,0,0,1
-25,E7:C1:DC:F8:37:CB,2024-10-30 14:14:55,0.0,0,0,1
-22,C8:18:05:35:AD:86,2024-10-30 14:14:55,0.0,0,0,1
-28,F2:C7:6C:15:14:53,2024-10-30 14:14:55,0.0,0,0,1
-21,CA:6B:21:3F:49:82,2024-10-30 14:14:55,0.0,0,0,1
-17,E1:35:8A:20:CA:4D,2024-10-30 14:14:56,0.0,0,0,1
-23,D1:8A:6B:17:30:48,2024-10-30 14:14:56,0.0,0,0,1
-20,CA:2B:3D:A7:0C:C9,2024-10-30 14:14:56,0.0,0,0,1
-30,ED:7C:A0:C9:37:39,2024-10-30 14:14:57,0.0,0,0,1
-25,F2:C7:6C:15:14:53,2024-10-30 14:14:57,0.0,0,0,1
-18,CA:6B:21:3F:49:82,2024-10-30 14:14:57,0.0,0,0,1
-18,E1:35:8A:20:CA:4D,2024-10-30 14:14:58,0.0,0,0,1
-19,CA:2B:3D:A7:0C:C9,2024-10-30 14:14:58,0.0,0,0,1
-17,F8:93:7C:30:08:2A,2024-10-30 14:14:59,0.0,0,0,1
-25,E7:C1:DC:F8:37:CB,2024-10-30 14:14:59,0.0,0,0,1
-22,C8:18:05:35:AD:86,2024-10-30 14:14:59,0.0,0,0,1
-28,F2:C7:6C:15:14:53,2024-10-30 14:14:59,0.0,0,0,1
-21,CA:6B:21:3F:49:82,2024-10-30 14:14:59,0.0,0,0,1
-23,D1:8A:6B:17:30:48,2024-10-30 14:15:00,0.0,0,0,1
-30,ED:7C:A0:C9:37:39,2024-10-30 14:15:01,0.0,0,0,1
-22,CA:2B:3D:A7:0C:C9,2024-10-30 14:15:02,0.0,0,0,1
-23,E7:C1:DC:F8:37:CB,2024-10-30 14:15:03,0.0,0,0,1
-22,E9:FF:E4:CA:81:83,2024-10-30 14:15:03,0.0,0,0,1
-25,F2:C7:6C:15:14:53,2024-10-30 14:15:03,0.0,0,0,1
-24,ED:7C:A0:C9:37:39,2024-10-30 14:15:03,0.0,0,0,1
-18,CA:6B:21:3F:49:82,2024-10-30 14:15:03,0.0,0,0,1
-18,E1:35:8A:20:CA:4D,2024-10-30 14:15:04,0.0,0,0,1
-22,C8:18:05:35:AD:86,2024-10-30 14:15:04,0.0,0,0,1
-17,F8:93:7C:30:08:2A,2024-10-30 14:15:05,0.0,0,0,1
-24,D1:8A:6B:17:30:48,2024-10-30 14:15:06,0.0,0,0,1
-19,CA:2B:3D:A7:0C:C9,2024-10-30 14:15:06,0.0,0,0,1
-25,E7:C1:DC:F8:37:CB,2024-10-30 14:15:07,0.0,0,0,1
-21,E9:FF:E4:CA:81:83,2024-10-30 14:15:07,0.0,0,0,1
-28,F2:C7:6C:15:14:53,2024-10-30 14:15:07,0.0,0,0,1
-30,ED:7C:A0:C9:37:39,2024-10-30 14:15:07,0.0,0,0,1
-21,CA:6B:21:3F:49:82,2024-10-30 14:15:07,0.0,0,0,1
-20,CA:2B:3D:A7:0C:C9,2024-10-30 14:15:08,0.0,0,0,1
-18,F8:93:7C:30:08:2A,2024-10-30 14:15:09,0.0,0,0,1
-23,D1:8A:6B:17:30:48,2024-10-30 14:15:10,0.0,0,0,1
-21,C8:18:05:35:AD:86,2024-10-30 14:15:10,0.0,0,0,1
-17,F8:93:7C:30:08:2A,2024-10-30 14:15:11,0.0,0,0,1
-26,D1:8A:6B:17:30:48,2024-10-30 14:15:12,0.0,0,0,1
-22,C8:18:05:35:AD:86,2024-10-30 14:15:12,0.0,0,0,1
-22,E9:FF:E4:CA:81:83,2024-10-30 14:15:13,0.0,0,0,1
-25,F2:C7:6C:15:14:53,2024-10-30 14:15:13,0.0,0,0,1
-24,ED:7C:A0:C9:37:39,2024-10-30 14:15:13,0.0,0,0,1
-18,CA:6B:21:3F:49:82,2024-10-30 14:15:13,0.0,0,0,1
-18,E1:35:8A:20:CA:4D,2024-10-30 14:15:14,0.0,0,0,1
-19,CA:2B:3D:A7:0C:C9,2024-10-30 14:15:14,0.0,0,0,1
-18,F8:93:7C:30:08:2A,2024-10-30 14:15:15,0.0,0,0,1
-23,D1:8A:6B:17:30:48,2024-10-30 14:15:16,0.0,0,0,1
-21,C8:18:05:35:AD:86,2024-10-30 14:15:16,0.0,0,0,1
-17,F8:93:7C:30:08:2A,2024-10-30 14:15:17,0.0,0,0,1
-28,F2:C7:6C:15:14:53,2024-10-30 14:15:17,0.0,0,0,1
-24,ED:7C:A0:C9:37:39,2024-10-30 14:15:17,0.0,0,0,1
-18,CA:6B:21:3F:49:82,2024-10-30 14:15:17,0.0,0,0,1
-17,E1:35:8A:20:CA:4D,2024-10-30 14:15:18,0.0,0,0,1
-46,F2:0B:6D:12:D2:41,2024-09-12 09:46:43,0.1,1,0,1
-42,FA:91:73:AF:B5:AA,2024-09-12 09:46:44,0.1,1,0,1
-35,F0:79:C0:40:FB:93,2024-09-12 09:46:44,0.1,1,0,1
-46,EA:25:00:4F:3C:4D,2024-09-12 09:46:45,0.1,1,0,1
-37,F2:0B:6D:12:D2:41,2024-09-12 09:46:46,0.1,1,0,1
-36,CB:08:AA:AA:C9:C6,2024-09-12 09:46:46,0.1,1,0,1
-45,ED:4F:A6:06:39:7A,2024-09-12 09:46:46,0.1,1,0,1
-48,CB:F9:EE:AD:DA:38,2024-09-12 09:46:46,0.1,1,0,1
-43,FB:E4:DE:81:2E:36,2024-09-12 09:46:46,0.1,1,0,1
-39,EF:0D:1E:F2:0C:B2,2024-09-12 09:46:47,0.1,1,0,1
-33,E2:BB:32:6A:FC:01,2024-09-12 09:46:47,0.1,1,0,1
-41,CB:08:AA:AA:C9:C6,2024-09-12 09:46:48,0.1,1,0,1
-46,ED:4F:A6:06:39:7A,2024-09-12 09:46:48,0.1,1,0,1
-53,CB:F9:EE:AD:DA:38,2024-09-12 09:46:48,0.1,1,0,1
