,RSSI-Value,MAC-Address,Timestamp,Distance,indoor
304,-47,C8:18:05:35:AD:86,2024-10-30 14:16:38,0.1,0
305,-54,E1:35:8A:20:CA:4D,2024-10-30 14:16:38,0.1,0
306,-39,CA:6B:21:3F:49:82,2024-10-30 14:16:38,0.1,0
307,-40,E9:FF:E4:CA:81:83,2024-10-30 14:16:39,0.1,0
308,-45,ED:7C:A0:C9:37:39,2024-10-30 14:16:40,0.1,0
309,-52,F2:C7:6C:15:14:53,2024-10-30 14:16:40,0.1,0
310,-50,D1:8A:6B:17:30:48,2024-10-30 14:16:40,0.1,0
311,-53,D1:8A:6B:17:30:48,2024-10-30 14:16:54,0.2,0
312,-53,ED:7C:A0:C9:37:39,2024-10-30 14:16:56,0.2,0
313,-49,E7:C1:DC:F8:37:CB,2024-10-30 14:16:56,0.2,0
314,-52,F2:C7:6C:15:14:53,2024-10-30 14:16:56,0.2,0
315,-54,E1:35:8A:20:CA:4D,2024-10-30 14:16:56,0.2,0
316,-49,C8:18:05:35:AD:86,2024-10-30 14:16:56,0.2,0
317,-58,CA:6B:21:3F:49:82,2024-10-30 14:16:57,0.2,0
318,-50,CA:2B:3D:A7:0C:C9,2024-10-30 14:16:57,0.2,0
319,-51,F8:93:7C:30:08:2A,2024-10-30 14:16:57,0.2,0
320,-56,F2:C7:6C:15:14:53,2024-10-30 14:16:58,0.2,0
321,-57,ED:7C:A0:C9:37:39,2024-10-30 14:17:00,0.2,0
322,-64,E7:C1:DC:F8:37:CB,2024-10-30 14:17:00,0.2,0
323,-56,D1:8A:6B:17:30:48,2024-10-30 14:17:00,0.2,0
324,-48,CA:6B:21:3F:49:82,2024-10-30 14:17:01,0.2,0
325,-61,CA:2B:3D:A7:0C:C9,2024-10-30 14:17:01,0.2,0
326,-65,F8:93:7C:30:08:2A,2024-10-30 14:17:01,0.2,0
327,-49,F2:C7:6C:15:14:53,2024-10-30 14:17:02,0.2,0
328,-61,D1:8A:6B:17:30:48,2024-10-30 14:17:02,0.2,0
329,-50,C8:18:05:35:AD:86,2024-10-30 14:17:02,0.2,0
330,-52,E1:35:8A:20:CA:4D,2024-10-30 14:17:02,0.2,0
331,-51,CA:6B:21:3F:49:82,2024-10-30 14:17:03,0.2,0
332,-50,CA:2B:3D:A7:0C:C9,2024-10-30 14:17:03,0.2,0
333,-48,F8:93:7C:30:08:2A,2024-10-30 14:17:03,0.2,0
334,-56,C8:18:05:35:AD:86,2024-10-30 14:17:06,0.2,0
335,-55,E1:35:8A:20:CA:4D,2024-10-30 14:17:06,0.2,0
336,-50,CA:2B:3D:A7:0C:C9,2024-10-30 14:17:07,0.2,0
337,-51,F8:93:7C:30:08:2A,2024-10-30 14:17:07,0.2,0
338,-50,E9:FF:E4:CA:81:83,2024-10-30 14:17:07,0.2,0
339,-58,ED:7C:A0:C9:37:39,2024-10-30 14:17:08,0.2,0
340,-62,E7:C1:DC:F8:37:CB,2024-10-30 14:17:08,0.2,0
341,-57,F2:C7:6C:15:14:53,2024-10-30 14:17:08,0.2,0
342,-55,D1:8A:6B:17:30:48,2024-10-30 14:17:08,0.2,0
343,-48,C8:18:05:35:AD:86,2024-10-30 14:17:10,0.2,0
344,-52,E1:35:8A:20:CA:4D,2024-10-30 14:17:10,0.2,0
345,-50,CA:6B:21:3F:49:82,2024-10-30 14:17:11,0.2,0
346,-54,E9:FF:E4:CA:81:83,2024-10-30 14:17:11,0.2,0
347,-56,ED:7C:A0:C9:37:39,2024-10-30 14:17:12,0.2,0
348,-51,E7:C1:DC:F8:37:CB,2024-10-30 14:17:12,0.2,0
