RSSI-Value,MAC-Address,Timestamp,Distance
-74,E7:6A:98:E4:20:A7,2024-08-28 14:41:00,0
-42,E4:23:79:6E:5C:5E,2024-08-28 14:41:01,0
-17,E4:58:30:CD:4E:6D,2024-08-28 14:41:02,0
-84,E7:6A:98:E4:20:A7,2024-08-28 14:41:02,0
-46,E4:23:79:6E:5C:5E,2024-08-28 14:41:03,0
-19,E4:58:30:CD:4E:6D,2024-08-28 14:41:04,0
-88,E7:6A:98:E4:20:A7,2024-08-28 14:41:04,0
-19,FF:B5:B0:5D:C6:42,2024-08-28 14:41:05,0
-19,E4:58:30:CD:4E:6D,2024-08-28 14:41:06,0
-83,E7:6A:98:E4:20:A7,2024-08-28 14:41:06,0
-20,FF:B5:B0:5D:C6:42,2024-08-28 14:41:07,0
-17,E4:58:30:CD:4E:6D,2024-08-28 14:41:08,0
-19,FF:B5:B0:5D:C6:42,2024-08-28 14:41:09,0
-19,E4:58:30:CD:4E:6D,2024-08-28 14:41:10,0
-87,E7:6A:98:E4:20:A7,2024-08-28 14:41:10,0
-20,FF:B5:B0:5D:C6:42,2024-08-28 14:41:11,0
-64,EF:46:34:13:B4:F5,2024-08-28 14:41:11,0
-17,E4:58:30:CD:4E:6D,2024-08-28 14:41:12,0
-68,EF:46:34:13:B4:F5,2024-08-28 14:41:13,0
-17,E4:58:30:CD:4E:6D,2024-08-28 14:41:14,0
-86,E7:6A:98:E4:20:A7,2024-08-28 14:41:14,0
-47,E4:23:79:6E:5C:5E,2024-08-28 14:41:15,0
-65,EF:46:34:13:B4:F5,2024-08-28 14:41:15,0
-17,E4:58:30:CD:4E:6D,2024-08-28 14:41:16,0
-86,E7:6A:98:E4:20:A7,2024-08-28 14:41:16,0
-47,E4:23:79:6E:5C:5E,2024-08-28 14:41:17,0
-17,E4:58:30:CD:4E:6D,2024-08-28 14:41:18,0
-46,E4:23:79:6E:5C:5E,2024-08-28 14:41:19,0
-67,EF:46:34:13:B4:F5,2024-08-28 14:41:19,0
-17,E4:58:30:CD:4E:6D,2024-08-28 14:41:20,0
-84,E7:6A:98:E4:20:A7,2024-08-28 14:41:20,0
-19,FF:B5:B0:5D:C6:42,2024-08-28 14:41:21,0
-60,EF:46:34:13:B4:F5,2024-08-28 14:41:21,0
-68,EF:46:34:13:B4:F5,2024-08-28 14:41:23,0
-45,E4:23:79:6E:5C:5E,2024-08-28 14:41:25,0
-60,EF:46:34:13:B4:F5,2024-08-28 14:41:25,0
-17,E4:58:30:CD:4E:6D,2024-08-28 14:41:28,0
-69,EF:46:34:13:B4:F5,2024-08-28 14:41:31,0
-17,E4:58:30:CD:4E:6D,2024-08-28 14:41:32,0
-61,EF:46:34:13:B4:F5,2024-08-28 14:41:33,0
-19,E4:58:30:CD:4E:6D,2024-08-28 14:41:34,0
-72,EF:46:34:13:B4:F5,2024-08-28 14:41:35,0
-17,E4:58:30:CD:4E:6D,2024-08-28 14:41:36,0
-20,FF:B5:B0:5D:C6:42,2024-08-28 14:41:37,0
-68,EF:46:34:13:B4:F5,2024-08-28 14:41:37,0
-69,EF:46:34:13:B4:F5,2024-08-28 14:41:39,0
-77,E7:6A:98:E4:20:A7,2024-08-28 14:41:40,0
-45,E4:23:79:6E:5C:5E,2024-08-28 14:41:41,0
-17,E4:58:30:CD:4E:6D,2024-08-28 14:41:42,0
-80,E7:6A:98:E4:20:A7,2024-08-28 14:41:42,0
-45,E4:23:79:6E:5C:5E,2024-08-28 14:41:43,0
-19,E4:58:30:CD:4E:6D,2024-08-28 14:41:44,0
-80,E7:6A:98:E4:20:A7,2024-08-28 14:41:44,0
-47,E4:23:79:6E:5C:5E,2024-08-28 14:41:45,0
-45,E4:23:79:6E:5C:5E,2024-08-28 14:41:47,0
-45,E4:23:79:6E:5C:5E,2024-08-28 14:41:49,0
-75,E7:6A:98:E4:20:A7,2024-08-28 14:41:50,0
-17,E4:58:30:CD:4E:6D,2024-08-28 14:41:54,0
-17,E4:58:30:CD:4E:6D,2024-08-28 14:41:56,0
-19,FF:B5:B0:5D:C6:42,2024-08-28 14:41:59,0
-63,E4:23:79:6E:5C:5E,2024-08-28 14:41:59,0
-82,E7:6A:98:E4:20:A7,2024-08-28 14:42:00,0
-78,E7:6A:98:E4:20:A7,2024-08-28 14:43:29,0.1
-43,FF:B5:B0:5D:C6:42,2024-08-28 14:43:29,0.1
-61,EF:46:34:13:B4:F5,2024-08-28 14:43:30,0.1
-42,E4:58:30:CD:4E:6D,2024-08-28 14:43:30,0.1
-78,E7:6A:98:E4:20:A7,2024-08-28 14:43:31,0.1
-40,FF:B5:B0:5D:C6:42,2024-08-28 14:43:31,0.1
-80,EF:46:34:13:B4:F5,2024-08-28 14:43:32,0.1
-40,FF:B5:B0:5D:C6:42,2024-08-28 14:43:33,0.1
-64,EF:46:34:13:B4:F5,2024-08-28 14:43:34,0.1
-76,E7:6A:98:E4:20:A7,2024-08-28 14:43:35,0.1
-40,FF:B5:B0:5D:C6:42,2024-08-28 14:43:35,0.1
-71,EF:46:34:13:B4:F5,2024-08-28 14:43:36,0.1
-77,E7:6A:98:E4:20:A7,2024-08-28 14:43:37,0.1
-38,E4:23:79:6E:5C:5E,2024-08-28 14:43:38,0.1
-37,E4:23:79:6E:5C:5E,2024-08-28 14:43:40,0.1
-63,EF:46:34:13:B4:F5,2024-08-28 14:43:40,0.1
-42,FF:B5:B0:5D:C6:42,2024-08-28 14:43:41,0.1
-38,E4:23:79:6E:5C:5E,2024-08-28 14:43:42,0.1
-73,EF:46:34:13:B4:F5,2024-08-28 14:43:42,0.1
-40,FF:B5:B0:5D:C6:42,2024-08-28 14:43:43,0.1
-72,EF:46:34:13:B4:F5,2024-08-28 14:43:44,0.1
-40,FF:B5:B0:5D:C6:42,2024-08-28 14:43:45,0.1
-40,E4:23:79:6E:5C:5E,2024-08-28 14:43:46,0.1
-76,EF:46:34:13:B4:F5,2024-08-28 14:43:46,0.1
-82,E7:6A:98:E4:20:A7,2024-08-28 14:43:47,0.1
-39,E4:58:30:CD:4E:6D,2024-08-28 14:43:48,0.1
-42,E4:58:30:CD:4E:6D,2024-08-28 14:43:50,0.1
-40,FF:B5:B0:5D:C6:42,2024-08-28 14:43:51,0.1
-41,E4:58:30:CD:4E:6D,2024-08-28 14:43:52,0.1
-82,E7:6A:98:E4:20:A7,2024-08-28 14:43:53,0.1
-40,FF:B5:B0:5D:C6:42,2024-08-28 14:43:54,0.1
-72,EF:46:34:13:B4:F5,2024-08-28 14:43:54,0.1
-48,E4:58:30:CD:4E:6D,2024-08-28 14:43:54,0.1
-40,FF:B5:B0:5D:C6:42,2024-08-28 14:43:56,0.1
