RSSI-Value,MAC-Address,Timestamp,Distance
-19,F0:79:C0:40:FB:93,2024-09-12 09:45:00,0
-18,EA:25:00:4F:3C:4D,2024-09-12 09:45:00,0
-21,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:01,0
-19,CB:08:AA:AA:C9:C6,2024-09-12 09:45:01,0
-19,ED:4F:A6:06:39:7A,2024-09-12 09:45:01,0
-18,FA:91:73:AF:B5:AA,2024-09-12 09:45:02,0
-18,CB:F9:EE:AD:DA:38,2024-09-12 09:45:02,0
-19,F0:79:C0:40:FB:93,2024-09-12 09:45:02,0
-17,EA:25:00:4F:3C:4D,2024-09-12 09:45:02,0
-19,F0:79:C0:40:FB:93,2024-09-12 09:45:02,0
-24,E2:BB:32:6A:FC:01,2024-09-12 09:45:03,0
-20,CB:F9:EE:AD:DA:38,2024-09-12 09:45:04,0
-19,FB:E4:DE:81:2E:36,2024-09-12 09:45:04,0
-18,EA:25:00:4F:3C:4D,2024-09-12 09:45:04,0
-21,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:05,0
-25,DE:E7:A8:C4:50:E7,2024-09-12 09:45:05,0
-24,F2:0B:6D:12:D2:41,2024-09-12 09:45:05,0
-19,ED:4F:A6:06:39:7A,2024-09-12 09:45:05,0
-18,FA:91:73:AF:B5:AA,2024-09-12 09:45:06,0
-22,FB:E4:DE:81:2E:36,2024-09-12 09:45:06,0
-18,F0:79:C0:40:FB:93,2024-09-12 09:45:06,0
-23,E2:BB:32:6A:FC:01,2024-09-12 09:45:07,0
-18,CB:F9:EE:AD:DA:38,2024-09-12 09:45:08,0
-17,EA:25:00:4F:3C:4D,2024-09-12 09:45:08,0
-24,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:09,0
-24,DE:E7:A8:C4:50:E7,2024-09-12 09:45:09,0
-23,F2:0B:6D:12:D2:41,2024-09-12 09:45:09,0
-22,E2:BB:32:6A:FC:01,2024-09-12 09:45:09,0
-18,CB:08:AA:AA:C9:C6,2024-09-12 09:45:09,0
-19,ED:4F:A6:06:39:7A,2024-09-12 09:45:09,0
-17,FA:91:73:AF:B5:AA,2024-09-12 09:45:10,0
-22,F0:79:C0:40:FB:93,2024-09-12 09:45:10,0
-18,CB:F9:EE:AD:DA:38,2024-09-12 09:45:12,0
-22,FB:E4:DE:81:2E:36,2024-09-12 09:45:12,0
-17,EA:25:00:4F:3C:4D,2024-09-12 09:45:12,0
-22,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:13,0
-27,DE:E7:A8:C4:50:E7,2024-09-12 09:45:13,0
-27,F2:0B:6D:12:D2:41,2024-09-12 09:45:13,0
-24,E2:BB:32:6A:FC:01,2024-09-12 09:45:13,0
-21,ED:4F:A6:06:39:7A,2024-09-12 09:45:13,0
-17,FA:91:73:AF:B5:AA,2024-09-12 09:45:14,0
-17,EA:25:00:4F:3C:4D,2024-09-12 09:45:14,0
-18,CB:08:AA:AA:C9:C6,2024-09-12 09:45:15,0
-18,ED:4F:A6:06:39:7A,2024-09-12 09:45:15,0
-20,CB:F9:EE:AD:DA:38,2024-09-12 09:45:16,0
-24,DE:E7:A8:C4:50:E7,2024-09-12 09:45:17,0
-22,F2:0B:6D:12:D2:41,2024-09-12 09:45:17,0
-22,E2:BB:32:6A:FC:01,2024-09-12 09:45:17,0
-19,FB:E4:DE:81:2E:36,2024-09-12 09:45:18,0
-22,F0:79:C0:40:FB:93,2024-09-12 09:45:18,0
-18,CB:F9:EE:AD:DA:38,2024-09-12 09:45:20,0
-22,FB:E4:DE:81:2E:36,2024-09-12 09:45:20,0
-19,F0:79:C0:40:FB:93,2024-09-12 09:45:20,0
-27,DE:E7:A8:C4:50:E7,2024-09-12 09:45:21,0
-24,E2:BB:32:6A:FC:01,2024-09-12 09:45:21,0
-17,FA:91:73:AF:B5:AA,2024-09-12 09:45:22,0
-19,FB:E4:DE:81:2E:36,2024-09-12 09:45:22,0
-17,EA:25:00:4F:3C:4D,2024-09-12 09:45:22,0
-22,F0:79:C0:40:FB:93,2024-09-12 09:45:22,0
-21,EF:0D:1E:F2:0C:B2,2024-09-12 09:45:23,0
-23,F2:0B:6D:12:D2:41,2024-09-12 09:45:23,0
-19,ED:4F:A6:06:39:7A,2024-09-12 09:45:23,0
-18,CB:08:AA:AA:C9:C6,2024-09-12 09:45:23,0
-18,CB:F9:EE:AD:DA:38,2024-09-12 09:45:24,0
-25,DE:E7:A8:C4:50:E7,2024-09-12 09:45:25,0
-23,E2:BB:32:6A:FC:01,2024-09-12 09:45:25,0
-18,FA:91:73:AF:B5:AA,2024-09-12 09:45:26,0
-18,FB:E4:DE:81:2E:36,2024-09-12 09:45:26,0
-17,EA:25:00:4F:3C:4D,2024-09-12 09:45:26,0
-19,F0:79:C0:40:FB:93,2024-09-12 09:45:26,0
-27,F2:0B:6D:12:D2:41,2024-09-12 09:45:27,0
