mac;timestampInMilliSeconds;type;id
EA:37:2C:D8:90:7B;1669888151676;Chipolo ONE Spot;1
4F:ED:71:65:2A:AB;1669888179169;Galaxy SmartTag+;2
D5:54:7F:90:11:81;1669888211730;AirTag;3
FD:17:50:93:1A:92;1669888211767;AppleDevice;4
DB:EE:05:2C:9F:97;1669888295723;Tile;5
0A:29:FB:1C:9C:DE;1669888325957;AppleDevice;6
BC:7E:8B:A6:BA:B3;1669888356010;Unknown;7
