mac;timestampInMilliSeconds;type;id
F8:7A:45:D5:61:7E;1669211657828;Chipolo ONE Spot;1
D2:6C:38:F5:F5:40;1669211657844;AirTag;2
DB:EE:05:2C:9F:97;1669211754614;Tile;3
7F:C1:B4:5E:05:DE;1669211748868;Galaxy SmartTag+;4
