mac;timestampInMilliSeconds;type;id
DB:EE:05:2C:9F:97;1669293960201;Tile;1
F4:DA:76:9F:E4:97;1669293989287;AirTag;2
D8:05:5A:8C:61:E5;1669293989282;Chipolo ONE Spot;3
7F:D8:14:45:FD:E5;1669294141232;Galaxy SmartTag+;4
