macAddress;timestampInMilliSeconds;lat;lng;type;id
E3:0B:D4:66:8D:2F;1669824659962;47.3929845;8.5290189;AppleDevice;1
CF:FF:DA:6E:81:E0;1669824656448;47.3930726;8.5290218;AppleDevice;2
4E:4D:BC:50:E3:80;1669824655680;47.3930726;8.5290218;37120DEI;3
E0:FF:F1:2F:AC:4E;1669824656433;47.3930726;8.5290218;lime-931303658826;4
46:84:D3:A7:85:F6;1669824651981;47.393152;8.5290292;AppleDevice;5
5B:F2:B1:64:2F:75;1669824657155;47.3930726;8.5290218;Unknown;6
EA:15:3D:95:05:4D;1669824652731;47.393152;8.5290292;Chipolo ONE Spot;7
D2:94:71:9F:D8:15;1669824660710;47.3929845;8.5290189;AppleDevice;8
64:F3:66:22:86:37;1669824659268;47.3930726;8.5290218;AirPods;9
65:61:75:61:74:E9;1669824651203;47.393152;8.5290292;AirPods;10
04:05:3A:B3:48:5D;1669824657171;47.3930726;8.5290218;AppleDevice;11
64:D2:C4:E1:B4:9A;1669824659332;47.3930726;8.5290218;AppleDevice;12
17:7C:4C:B8:DE:DA;1669824651955;47.393152;8.5290292;AppleDevice;13
EC:A9:07:0C:4E:18;1669824657068;47.3930726;8.5290218;AppleDevice;14
EA:EE:D1:D9:40:E5;1669824660756;47.3929845;8.5290189;AppleDevice;15
2C:80:AC:FE:2C:69;1669824660832;47.3929845;8.5290189;AppleDevice;16
EC:81:93:A6:03:5A;1669824651197;47.393152;8.5290292;Unknown;17
55:86:62:2E:35:E0;1669824652044;47.393152;8.5290292;AppleDevice;18
22:78:31:96:87:0C;1669824660747;47.3929845;8.5290189;AppleDevice;19
6F:F8:70:7C:A7:E4;1669824651219;47.393152;8.5290292;AirTag;20
E6:DF:DA:C9:1B:C6;1669824656398;47.3930726;8.5290218;AppleDevice;21
C9:30:BB:78:75:47;1669824658610;47.3930726;8.5290218;AppleDevice;22
3E:B5:CC:74:0E:01;1669824651246;47.393152;8.5290292;AppleDevice;23
77:17:AE:79:1A:4A;1669824651938;47.393152;8.5290292;AirTag;24
3F:E7:81:04:5A:AB;1669824652738;47.393152;8.5290292;Unknown;25
69:82:A3:9F:4F:F6;1669824656464;47.3930726;8.5290218;AirTag;26
C6:C7:B9:8A:9F:8B;1669824656468;47.3930726;8.5290218;AppleDevice;27
80:47:86:60:0A:9D;1669824660774;47.3929845;8.5290189;Unknown;28
C3:20:0E:D6:7A:9D;1669824658598;47.3930726;8.5290218;AppleDevice;29
11:6C:54:89:22:82;1669824651977;47.393152;8.5290292;AppleDevice;30
D5:0F:7C:A9:A5:61;1669824656453;47.3930726;8.5290218;AppleDevice;31
E0:E4:AD:B5:77:15;1669824655654;47.3930726;8.5290218;AppleDevice;32
50:DE:06:82:10:9F;1669824652020;47.393152;8.5290292;AppleDevice;33
56:8C:A1:5D:F3:12;1669824652008;47.393152;8.5290292;AirTag;34
0D:5F:44:E1:DF:2E;1669824651206;47.393152;8.5290292;AppleDevice;35
B0:22:7A:AC:42:6D;1669824651987;47.393152;8.5290292;Unknown;36
CC:59:41:E4:7F:30;1669824651213;47.393152;8.5290292;AppleDevice;37
59:47:28:3B:42:A6;1669824651256;47.393152;8.5290292;LE-Saras Bose;38
50:DE:06:82:D8:19;1669824653489;47.393152;8.5290292;AppleDevice;39
6B:21:37:C0:68:96;1669824652041;47.393152;8.5290292;Chipolo ONE Spot;40
F0:70:4F:4F:C3:B5;1669824660000;47.3929845;8.5290189;Unknown;41
42:F4:28:B1:3C:57;1669824654887;47.393152;8.5290292;AirPods;42
