mac;timestampInMilliSeconds;type;id
07:6A:EC:8E:4E:8C;1669210573235;Unknown;1
24:4B:03:30:19:5C;1669210565974;Unknown;2
D0:D0:03:1B:4B:69;1669210595193;Unknown;3
D2:6C:38:F5:F5:40;1669210599504;AirTag;4
5A:74:9A:EA:1C:EA;1669210597319;Galaxy SmartTag+;5
DB:EE:05:2C:9F:97;1669210633875;Tile;6
