macAddress;timestampInMilliSeconds;lat;lng;type;id
44:27:F3:48:E8:B5;1669281653084;47.3929762;8.5291957;XiaomiWatchS1Active E8B5;1
66:41:7A:D4:10:8D;1669281643543;47.3930959;8.5292278;JBL LIVE660NC-LE;2
48:12:9B:BC:62:85;1669281648625;47.3930314;8.5292211;AppleDevice;3
90:2E:AB:DF:DE:85;1669281644975;47.3930959;8.5292278;AirPods;4
F6:B0:8B:BF:F9:9A;1669281644919;47.3930959;8.5292278;AppleDevice;5
EC:A9:07:0C:4E:18;1669281647879;47.3930314;8.5292211;AppleDevice;6
53:FD:96:9D:D0:A8;1669281643553;47.3930959;8.5292278;AppleDevice;7
EC:81:93:A6:03:5A;1669281644923;47.3930959;8.5292278;Unknown;8
D0:D2:B0:93:C0:82;1669281644916;47.3930959;8.5292278;AppleDevice;9
75:A2:59:E7:31:D0;1669281647926;47.3930314;8.5292211;Unknown;10
6F:1D:92:C8:B7:1A;1669281648609;47.3930314;8.5292211;LE-Saras Bose;11
80:47:86:60:0A:9D;1669281651603;47.3930314;8.5292211;Unknown;12
5F:35:AA:E6:9E:C7;1669281649467;47.3930314;8.5292211;Unknown;13
B9:D7:13:10:10:00;1669281643534;47.3930959;8.5292278;Tier;14
EE:DE:86:AE:50:15;1669281648629;47.3930314;8.5292211;AppleDevice;15
B7:52:C6:2F:67:FD;1669281650849;47.3930314;8.5292211;ES600;16
3E:B5:CC:74:0E:01;1669281643561;47.3930959;8.5292278;AppleDevice;17
6B:92:8E:17:31:37;1669281650863;47.3930314;8.5292211;Chipolo ONE Spot;18
B0:22:7A:AC:42:6D;1669281644276;47.3930959;8.5292278;Unknown;19
E0:0E:E4:36:3B:C1;1669281643617;47.3930959;8.5292278;Unknown;20
40:CB:C0:F3:A9:B7;1669281645012;47.3930959;8.5292278;AppleDevice;21
4E:72:0F:A3:94:CD;1669281649366;47.3930314;8.5292211;AirPods;22
50:DE:06:82:10:9F;1669281643635;47.3930959;8.5292278;AppleDevice;23
7E:26:01:69:97:8A;1669281647867;47.3930314;8.5292211;AirTag;24
64:D2:C4:E6:B6:89;1669281652364;47.3930314;8.5292211;AppleDevice;25
45:78:90:2D:14:BB;1669281643576;47.3930959;8.5292278;Jabra Evolve2 65;26
67:59:00:1E:B5:74;1669281651675;47.3930314;8.5292211;Chipolo ONE Spot;27
25:0E:B6:6E:06:D8;1669281652293;47.3930314;8.5292211;AppleDevice;28
12:00:2C:C0:64:4D;1669281643569;47.3930959;8.5292278;AppleDevice;29
70:B1:3D:9C:AC:1F;1669281649387;47.3930314;8.5292211;Unknown;30
DB:EE:05:2C:9F:97;1669281644982;47.3930959;8.5292278;Tile;31
E0:8E:29:84:3F:02;1669281650808;47.3930314;8.5292211;AppleDevice;32
34:88:67:5D:75:70;1669281645678;47.3930959;8.5292278;Unknown;33
FB:F7:F5:CC:6F:57;1669281654455;47.3929762;8.5291957;AppleDevice;34
70:B1:3D:C4:BF:39;1669281643527;47.3930959;8.5292278;Unknown;35
88:C6:26:EA:85:EF;1669281648633;47.3930314;8.5292211;Unknown;36
EC:87:23:66:E5:F1;1669281654513;47.3929762;8.5291957;AppleDevice;37
24:4B:03:2C:09:C1;1669281644383;47.3930959;8.5292278;Unknown;38
88:C6:26:AD:1A:B2;1669281649450;47.3930314;8.5292211;Unknown;39
FA:B4:6A:C4:3B:2F;1669281644990;47.3930959;8.5292278;ENVY Photo 6200 series;40
0F:94:87:F6:C6:C8;1669281652990;47.3929762;8.5291957;AppleDevice;41
F1:E8:26:3D:C3:55;1669281648621;47.3930314;8.5292211;AppleDevice;42
4F:9A:CA:1E:37:94;1669281643518;47.3930959;8.5292278;AppleDevice;43
B8:4B:A3:90:6B:FD;1669281645662;47.3930959;8.5292278;ES600;44
5D:BB:48:58:46:E9;1669281643557;47.3930959;8.5292278;AirTag;45
06:6A:CA:00:47:D3;1669281643565;47.3930959;8.5292278;AppleDevice;46
D4:9D:C0:84:D5:6F;1669281644374;47.3930959;8.5292278;Unknown;47
E8:AE:A5:6A:56:FB;1669281653044;47.3929762;8.5291957;AppleDevice;48
E0:70:EA:0F:31:25;1669281644339;47.3930959;8.5292278;Unknown;49
C9:F1:C5:E1:8A:CB;1669281647872;47.3930314;8.5292211;Chipolo ONE Spot;50
31:72:A3:B0:C9:05;1669281644286;47.3930959;8.5292278;AppleDevice;51
68:72:C3:81:98:E9;1669281652974;47.3929762;8.5291957;Unknown;52
00:80:25:E6:93:F9;1669281643572;47.3930959;8.5292278;Chipolo ONE Spot;53
48:DE:E8:32:DC:C6;1669281644978;47.3930959;8.5292278;AirPods;54
E0:51:33:08:C4:5E;1669281643587;47.3930959;8.5292278;AppleDevice;55
67:B7:43:7A:4C:C2;1669281644323;47.3930959;8.5292278;AppleDevice;56
0F:87:1A:34:0A:9F;1669281644932;47.3930959;8.5292278;AppleDevice;57
73:48:4D:0F:4F:E1;1669281648690;47.3930314;8.5292211;Galaxy SmartTag+;58
10:94:97:02:0A:20;1669281648663;47.3930314;8.5292211;Unknown;59
7F:D7:E5:AD:4E:40;1669281651708;47.3930314;8.5292211;AirTag;60
07:D5:30:A5:14:22;1669281645022;47.3930959;8.5292278;AppleDevice;61
6F:71:92:6A:0C:20;1669281647876;47.3930314;8.5292211;Chipolo ONE Spot;62
6F:31:5C:2C:48:D5;1669281644391;47.3930959;8.5292278;AppleDevice;63
E9:48:AD:86:21:E9;1669281650793;47.3930314;8.5292211;AppleDevice;64
24:4B:03:30:19:5C;1669281645672;47.3930959;8.5292278;Unknown;65
D1:2D:13:0C:B7:5E;1669281648650;47.3930314;8.5292211;Hue bulb Schlafzimmer;66
44:27:F3:48:E8:B5;1669281677206;47.3927091;8.5290979;XiaomiWatchS1Active E8B5;67
5D:5D:21:3A:03:6C;1669281677170;47.3927091;8.5290979;Chipolo ONE Spot;68
64:D2:C4:B5:27:18;1669281677881;47.3927091;8.5290979;AppleDevice;69
D7:2E:8A:EB:0D:83;1669281673439;47.3927712;8.5291554;AppleDevice;70
88:C6:26:7A:B8:FB;1669281677904;47.3927091;8.5290979;Unknown;71
61:26:06:E3:6C:86;1669281677113;47.3927091;8.5290979;AirTag;72
0E:08:C9:1C:FC:9F;1669281673532;47.3927712;8.5291554;Unknown;73
62:8D:5D:37:01:77;1669281673461;47.3927712;8.5291554;AppleDevice;74
6B:92:8E:17:31:37;1669281673465;47.3927712;8.5291554;Chipolo ONE Spot;75
27:95:51:AB:91:91;1669281674226;47.3927712;8.5291554;Unknown;76
09:E3:0A:94:FF:75;1669281676396;47.3927712;8.5291554;AppleDevice;77
01:90:2F:53:48:49;1669281680085;47.3927091;8.5290979;Unknown;78
D0:D0:03:1B:4B:69;1669281673496;47.3927712;8.5291554;Unknown;79
24:4B:03:30:19:5C;1669281673471;47.3927712;8.5291554;Unknown;80
3F:A1:D5:4B:18:54;1669281674206;47.3927712;8.5291554;AppleDevice;81
80:47:86:60:0A:9D;1669281674169;47.3927712;8.5291554;Unknown;82
F8:83:7E:AE:37:87;1669281680786;47.3927091;8.5290979;AppleDevice;83
80:47:86:89:42:03;1669281673453;47.3927712;8.5291554;Unknown;84
6C:4A:85:23:6E:3E;1669281680809;47.3927091;8.5290979;AppleDevice;85
49:D0:94:72:8F:7C;1669281682241;47.392635;8.5290327;AirTag;86
DD:CC:01:38:1F:4B;1669281677900;47.3927091;8.5290979;AirTag;87
EB:8E:9E:2F:99:EF;1669281673540;47.3927712;8.5291554;AppleDevice;88
6C:4A:85:01:AA:18;1669281677133;47.3927091;8.5290979;AppleDevice;89
45:78:90:2D:14:BB;1669281673517;47.3927712;8.5291554;Jabra Evolve2 65;90
12:00:2C:C0:64:4D;1669281676371;47.3927712;8.5291554;AppleDevice;91
DB:EE:05:2C:9F:97;1669281680145;47.3927091;8.5290979;Tile;92
88:C6:26:EA:85:EF;1669281674958;47.3927712;8.5291554;Unknown;93
D1:01:F9:3E:9D:B2;1669281678555;47.3927091;8.5290979;AppleDevice;94
C8:51:62:EC:5B:58;1669281674267;47.3927712;8.5291554;AppleDevice;95
F1:E8:26:3D:C3:55;1669281678691;47.3927091;8.5290979;AppleDevice;96
C3:2F:0C:76:53:54;1669281680797;47.3927091;8.5290979;AirPods;97
54:CB:DE:F2:45:0B;1669281674254;47.3927712;8.5291554;Chipolo ONE Spot;98
6B:F3:61:A3:60:DA;1669281674200;47.3927712;8.5291554;AirPods;99
BC:7E:8B:A6:C1:BF;1669281677141;47.3927091;8.5290979;Unknown;100
53:B7:63:B3:B1:44;1669281674210;47.3927712;8.5291554;AppleDevice;101
D4:9D:C0:79:7E:EF;1669281676402;47.3927712;8.5291554;Unknown;102
B8:4B:A3:90:6B:FD;1669281674278;47.3927712;8.5291554;ES600;103
E0:69:BF:43:32:83;1669281680063;47.3927091;8.5290979;Amazfit GTS;104
DF:67:91:A2:1A:6E;1669281683787;47.392635;8.5290327;AirTag;105
2E:E3:A2:0D:89:E4;1669281674273;47.3927712;8.5291554;AppleDevice;106
68:27:37:B3:BE:37;1669281673445;47.3927712;8.5291554;Unknown;107
