mac;timestampInMilliSeconds;type;id
DB:EE:05:2C:9F:97;1669902402662;Tile;1
E6:E7:87:6F:65:F3;1669902403339;Chipolo ONE Spot;2
C5:29:97:B9:B0:CA;1669902427385;AirTag;3
6B:B6:34:E5:4D:EF;1669902489439;Galaxy SmartTag+;4
B9:D7:07:0F:5B:E2;1669902639862;ES600;5
