mac;timestampInMilliSeconds;type;id
CA:99:85:9C:49:C6;1669217236355;AirTag;1
DB:EE:05:2C:9F:97;1669217275743;Tile;2
EE:85:EE:46:CD:03;1669217268448;Chipolo ONE Spot;3
E2:BB:EC:C0:96:69;1669217305737;AppleDevice;4
41:E5:7E:69:2E:11;1669217305810;AirTag;5
71:C0:6F:18:3F:27;1669217419607;Galaxy SmartTag+;6
C0:28:8D:49:AC:E3;1669217449526;Unknown;7
