macAddress;timestampInMilliSeconds;lat;lng;type;id
0B:59:8F:E6:05:9A;1669278334732;47.3929534;8.5291667;Unknown;1
D0:BE:86:B1:AE:94;1669278325980;47.3931231;8.5291287;AppleDevice;2
C7:F2:26:D1:1F:9E;1669278328796;47.393039;8.5291302;AppleDevice;3
C4:5E:79:81:E9:82;1669278333972;47.3929534;8.5291667;AppleDevice;4
FA:E2:23:B2:E5:38;1669278328806;47.393039;8.5291302;AppleDevice;5
64:D2:C4:E1:B4:9A;1669278330225;47.393039;8.5291302;AppleDevice;6
EC:A9:07:0C:4E:18;1669278325878;47.3931231;8.5291287;AppleDevice;7
5C:74:0F:8F:23:04;1669278325887;47.3931231;8.5291287;Chipolo ONE Spot;8
C5:AD:46:8C:40:1D;1669278327336;47.3931231;8.5291287;AppleDevice;9
6C:4A:85:5B:7E:6B;1669278330913;47.393039;8.5291302;AppleDevice;10
F2:35:1B:30:DF:95;1669278327325;47.3931231;8.5291287;AppleDevice;11
70:CC:60:45:41:A7;1669278325883;47.3931231;8.5291287;AirPods;12
F8:04:2E:84:4E:BF;1669278325189;47.3931231;8.5291287;Unknown;13
E7:23:E5:AF:4D:38;1669278328842;47.393039;8.5291302;AppleDevice;14
3E:B5:CC:74:0E:01;1669278325185;47.3931231;8.5291287;AppleDevice;15
80:6F:B0:27:B7:8A;1669278327436;47.3931231;8.5291287;        ;16
73:B6:CF:68:15:EE;1669278332407;47.393039;8.5291302;Galaxy SmartTag+;17
80:47:86:60:0A:9D;1669278333854;47.3929534;8.5291667;Unknown;18
24:4B:03:30:19:5C;1669278334682;47.3929534;8.5291667;Unknown;19
76:87:DA:FC:E5:29;1669278325182;47.3931231;8.5291287;AppleDevice;20
4E:16:06:7E:43:65;1669278332452;47.393039;8.5291302;AppleDevice;21
B9:D7:13:10:10:00;1669278325157;47.3931231;8.5291287;Tier;22
B7:52:C6:2F:67:FD;1669278326637;47.3931231;8.5291287;ES600;23
37:81:AA:6A:E9:67;1669278325852;47.3931231;8.5291287;Unknown;24
2F:A4:CC:03:4C:2A;1669278330260;47.393039;8.5291302;AppleDevice;25
58:87:07:5E:3E:B5;1669278330251;47.393039;8.5291302;Unknown;26
50:DE:06:82:10:9F;1669278325873;47.3931231;8.5291287;AppleDevice;27
B0:22:7A:AC:42:6D;1669278325175;47.3931231;8.5291287;Unknown;28
DF:58:03:8E:E3:4C;1669278330969;47.393039;8.5291302;Grau TEAM TWO;29
5C:0E:9C:BD:2F:D4;1669278330955;47.393039;8.5291302;Unknown;30
71:79:C8:61:88:96;1669278326629;47.3931231;8.5291287;AppleDevice;31
07:44:CC:63:72:36;1669278325143;47.3931231;8.5291287;AppleDevice;32
12:00:2C:C0:64:4D;1669278325136;47.3931231;8.5291287;AppleDevice;33
DB:EE:05:2C:9F:97;1669278333904;47.3929534;8.5291667;Tile;34
09:04:E7:04:FF:A5;1669278330922;47.393039;8.5291302;AppleDevice;35
70:B1:3D:C4:BF:39;1669278325194;47.3931231;8.5291287;Unknown;36
FA:B4:6A:C4:3B:2F;1669278326612;47.3931231;8.5291287;ENVY Photo 6200 series;37
72:C3:9E:9E:D4:63;1669278325121;47.3931231;8.5291287;AirTag;38
C6:70:D3:55:24:22;1669278326677;47.3931231;8.5291287;AirTag;39
42:69:BB:6B:5E:27;1669278330246;47.393039;8.5291302;AirPods;40
5E:B6:86:F5:36:85;1669278326684;47.3931231;8.5291287;AirTag;41
88:C6:26:AD:1A:B2;1669278325244;47.3931231;8.5291287;Unknown;42
7F:AE:89:6A:C0:A0;1669278326607;47.3931231;8.5291287;AppleDevice;43
B8:4B:A3:90:6B:FD;1669278325224;47.3931231;8.5291287;ES600;44
5F:93:12:29:87:1E;1669278328783;47.393039;8.5291302;Jabra Evolve2 65;45
E4:13:D2:73:03:D2;1669278333094;47.393039;8.5291302;AppleDevice;46
DF:67:91:A2:1A:6E;1669278332369;47.393039;8.5291302;AirTag;47
39:1C:A2:52:9E:E7;1669278330337;47.393039;8.5291302;AppleDevice;48
2F:DE:B5:BF:AA:A0;1669278325148;47.3931231;8.5291287;AppleDevice;49
D4:9D:C0:84:D5:6F;1669278325937;47.3931231;8.5291287;Unknown;50
7B:F8:54:C1:69:79;1669278326633;47.3931231;8.5291287;AirPods;51
48:8E:69:53:98:52;1669278325153;47.3931231;8.5291287;AppleDevice;52
61:A6:D7:5E:BE:2C;1669278325171;47.3931231;8.5291287;AppleDevice;53
E1:6F:3F:EF:C8:1E;1669278330905;47.393039;8.5291302;AppleDevice;54
E4:96:D9:91:19:E8;1669278326625;47.3931231;8.5291287;Chipolo ONE Spot;55
42:57:DF:BA:C0:47;1669278328801;47.393039;8.5291302;AppleDevice;56
64:B1:52:9F:5B:06;1669278325168;47.3931231;8.5291287;AirTag;57
